business_id,name,categories,latitude,longitude
osm_Aries Maternity Hospital_hospital,Aries Maternity Hospital,hospital,17.3926842,78.4455183
osm_Ragani Children's Hospital_hospital,Ragani Children's Hospital,hospital,17.5141839,78.4470136
osm_Sathya Kidney Centre and Super Speciality Hospital_hospital,Sathya Kidney Centre and Super Speciality Hospital,hospital,17.4047804,78.4821191
osm_Vivekananda Hospital_hospital,Vivekananda Hospital,hospital,17.4312043,78.4553486
osm_Ravi Hospital_hospital,Ravi Hospital,hospital,17.4936289,78.4000562
osm_Nightingale Hospital_hospital,Nightingale Hospital,hospital,17.3512003,78.5094488
osm_Eva Care The Every Woman's Clinic_hospital,Eva Care The Every Woman's Clinic,hospital,17.4078913,78.4426578
osm_Habsiguda Poly Clinic and Nursing Home_hospital,Habsiguda Poly Clinic and Nursing Home,hospital,17.4173069,78.5412021
osm_Unity Centre For Orthopaedics And Trauma_hospital,Unity Centre For Orthopaedics And Trauma,hospital,17.3962241,78.4889916
osm_Merit Care Hospital_hospital,Merit Care Hospital,hospital,17.493721,78.3983745
osm_SECUNDERABAD NURSING HOME_hospital,SECUNDERABAD NURSING HOME,hospital,17.4458107,78.504999
osm_Ramantapur Hospital_hospital,Ramantapur Hospital,hospital,17.3974917,78.5339528
osm_Sai Sanjeevini Hospital_hospital,Sai Sanjeevini Hospital,hospital,17.3608928,78.5432218
osm_Harsha Hospitals_hospital,Harsha Hospitals,hospital,17.4953109,78.415377
osm_Sowmya Hospital_hospital,Sowmya Hospital,hospital,17.4097327,78.5084336
osm_Meds Hospital_hospital,Meds Hospital,hospital,17.3655046,78.4620085
osm_Sarada Nursing Home_hospital,Sarada Nursing Home,hospital,17.494784,78.3404388
"osm_Vasan Healthcare Private Limited, Secunderabad_hospital","Vasan Healthcare Private Limited, Secunderabad",hospital,17.4404883,78.4978656
osm_Vatsalya Institute Of Pediatrics Hospital_hospital,Vatsalya Institute Of Pediatrics Hospital,hospital,17.4405861,78.4503195
osm_Sandeep Nursing Home_hospital,Sandeep Nursing Home,hospital,17.484821,78.3881754
osm_Maa Ent Institute_hospital,Maa Ent Institute,hospital,17.4260772,78.457375
osm_Sanjeevani Children and General Hospital_hospital,Sanjeevani Children and General Hospital,hospital,17.496063,78.4541865
osm_Hyderabad Eye Centre_hospital,Hyderabad Eye Centre,hospital,17.3995642,78.4843923
osm_Santoshi Maternity Hospital_hospital,Santoshi Maternity Hospital,hospital,17.4466174,78.5360288
osm_Vishnu Hospital_hospital,Vishnu Hospital,hospital,17.4954561,78.3208955
osm_Sai Sharan Hospital_hospital,Sai Sharan Hospital,hospital,17.3393852,78.5572883
osm_Clear Vision Eye Hospital_hospital,Clear Vision Eye Hospital,hospital,17.39863,78.4849159
osm_Sai Nursing Home_hospital,Sai Nursing Home,hospital,17.3601882,78.5047261
osm_Neo Vision Eye Care and Laser Center_hospital,Neo Vision Eye Care and Laser Center,hospital,17.4171112,78.5440868
osm_Stopiles_hospital,Stopiles,hospital,17.4301078,78.4061931
osm_Centre For Sight - New Vision Laser Centers_hospital,Centre For Sight - New Vision Laser Centers,hospital,17.40665,78.4759131
osm_Life Spring Maternity Hospital_hospital,Life Spring Maternity Hospital,hospital,17.459459,78.5576695
osm_Sri Rama Krishna Hospital_hospital,Sri Rama Krishna Hospital,hospital,17.3863466,78.4942286
osm_Universal Superspeciality Dental Hospital_hospital,Universal Superspeciality Dental Hospital,hospital,17.4825173,78.5374282
osm_Majestic Hospital_hospital,Majestic Hospital,hospital,17.379978,78.421019
osm_Aruna Hospital_hospital,Aruna Hospital,hospital,17.3446309,78.5546158
osm_Eswar Eye Hospital_hospital,Eswar Eye Hospital,hospital,17.4917263,78.3970112
osm_Dr.Shantabai Nursing Home_hospital,Dr.Shantabai Nursing Home,hospital,17.3913737,78.4757126
osm_Apollo Spectra Hospitals_hospital,Apollo Spectra Hospitals,hospital,17.4376427,78.4524706
osm_Manjary Multispeciality Hospital_hospital,Manjary Multispeciality Hospital,hospital,17.4348983,78.5429897
osm_Taraporewalla Nursing Home_hospital,Taraporewalla Nursing Home,hospital,17.4465502,78.5133715
osm_Shenoy Nursing Home_hospital,Shenoy Nursing Home,hospital,17.4478066,78.508915
osm_Kiran Swetha Children Clinic_hospital,Kiran Swetha Children Clinic,hospital,17.4947378,78.3225725
osm_Dr. Zaibunnisa's Imtiyaz Hospital_hospital,Dr. Zaibunnisa's Imtiyaz Hospital,hospital,17.3737769,78.4958902
osm_Alpha Super Speciality Hospital_hospital,Alpha Super Speciality Hospital,hospital,17.3586618,78.4780816
osm_Mythri Multi Speciality Hospital_hospital,Mythri Multi Speciality Hospital,hospital,17.4982349,78.3144481
osm_Vasan Healthcare_hospital,Vasan Healthcare,hospital,17.3692242,78.5189867
osm_BSR ENT & Eye Nursing Home_hospital,BSR ENT & Eye Nursing Home,hospital,17.4416577,78.4908745
osm_Siris Hospital_hospital,Siris Hospital,hospital,17.4097647,78.5441056
osm_Srinivasa Hospital_hospital,Srinivasa Hospital,hospital,17.4938323,78.5398865
osm_ASTER PRIME HOSPITALS (SRI SAINATHA MULTISPECIALITY HOSPITAL PVT.LTD.)_hospital,ASTER PRIME HOSPITALS (SRI SAINATHA MULTISPECIALITY HOSPITAL PVT.LTD.),hospital,17.4373484,78.4462573
osm_Janani Hospital_hospital,Janani Hospital,hospital,17.3937938,78.5302003
osm_Amrutha Diabetic Centre_hospital,Amrutha Diabetic Centre,hospital,17.4292454,78.4531264
osm_Azam Hospital_hospital,Azam Hospital,hospital,17.3648685,78.4626402
osm_Oarchid Hospital_hospital,Oarchid Hospital,hospital,17.3688485,78.5343739
osm_Sri Venkateswara Multi Speciality Hospital_hospital,Sri Venkateswara Multi Speciality Hospital,hospital,17.3446513,78.5167946
osm_Sri Santosh Hospital_hospital,Sri Santosh Hospital,hospital,17.43595,78.5425988
osm_Dr. Sreedhar's Kidney & Infertility Hospital_hospital,Dr. Sreedhar's Kidney & Infertility Hospital,hospital,17.3910723,78.4267851
osm_G.M.C. Multi Speciality Dental Hospital_hospital,G.M.C. Multi Speciality Dental Hospital,hospital,17.3621837,78.4826327
osm_Nikhil Hospital_hospital,Nikhil Hospital,hospital,17.3682105,78.5203962
osm_Dr. Saxena Integrative Medicine Private Ltd._hospital,Dr. Saxena Integrative Medicine Private Ltd.,hospital,17.4052775,78.476577
osm_Prerana Hospital_hospital,Prerana Hospital,hospital,17.48489,78.4096652
osm_Shubhodaya Nursing Home_hospital,Shubhodaya Nursing Home,hospital,17.4381142,78.5049681
osm_Shreyas Hospital_hospital,Shreyas Hospital,hospital,17.4779001,78.5626893
osm_Mythri Hospital_hospital,Mythri Hospital,hospital,17.3836628,78.4292413
osm_Rukkus Dental Hospital & Implant Center_hospital,Rukkus Dental Hospital & Implant Center,hospital,17.394801,78.4990337
osm_Hyderabad Eye Hospital_hospital,Hyderabad Eye Hospital,hospital,17.3942462,78.4989743
osm_Sai Anurag Hosptial_hospital,Sai Anurag Hosptial,hospital,17.4946701,78.3268218
osm_Hedge Maternity and Nursing Home_hospital,Hedge Maternity and Nursing Home,hospital,17.3709739,78.5147515
osm_St.Theresa's Hospitals_hospital,St.Theresa's Hospitals,hospital,17.4517957,78.4377721
osm_Sunita Children's Hospital_hospital,Sunita Children's Hospital,hospital,17.3502416,78.5121296
osm_Dr. Akbar Eye Hospital_hospital,Dr. Akbar Eye Hospital,hospital,17.3935545,78.4435281
osm_Medi Vision Eye Care Centre_hospital,Medi Vision Eye Care Centre,hospital,17.3988488,78.4479502
osm_Sunrich Hospital_hospital,Sunrich Hospital,hospital,17.4490629,78.4317237
osm_Induss Hospitals_hospital,Induss Hospitals,hospital,17.3674854,78.5358477
osm_J.J. Hospital_hospital,J.J. Hospital,hospital,17.4448064,78.4324291
osm_Ankura Children's Hospital_hospital,Ankura Children's Hospital,hospital,17.4820222,78.5525036
osm_SKM Multi Speciality Hospital_hospital,SKM Multi Speciality Hospital,hospital,17.4713934,78.4849957
osm_Ambaa Hospitals_hospital,Ambaa Hospitals,hospital,17.3763547,78.4203096
osm_S.V.K. Hospital Private Ltd._hospital,S.V.K. Hospital Private Ltd.,hospital,17.5119189,78.4465805
osm_Mansoor Maternity And Childrens Hospital_hospital,Mansoor Maternity And Childrens Hospital,hospital,17.393511,78.4568185
osm_Xenia Multi Speciality Hospital_hospital,Xenia Multi Speciality Hospital,hospital,17.4727007,78.5713568
osm_Avis Ankura Hospital for Women & Children_hospital,Avis Ankura Hospital for Women & Children,hospital,17.4116829,78.4324009
osm_Ammaji Childrens Hospital_hospital,Ammaji Childrens Hospital,hospital,17.4002489,78.5665409
osm_Tulasi Hospitals_hospital,Tulasi Hospitals,hospital,17.4748831,78.5709384
osm_Ashok Kumar Hospital_hospital,Ashok Kumar Hospital,hospital,17.3920533,78.4961564
osm_Banjara 12 Hospital_hospital,Banjara 12 Hospital,hospital,17.4075461,78.4496157
osm_Anitha Nursing Home_hospital,Anitha Nursing Home,hospital,17.4943913,78.3232471
osm_Health Care Hospitals_hospital,Health Care Hospitals,hospital,17.3453352,78.5492826
osm_Sri Krishna Swathi Children's Hospital_hospital,Sri Krishna Swathi Children's Hospital,hospital,17.3946084,78.5304907
osm_Manas Eye Hospital_hospital,Manas Eye Hospital,hospital,17.4514829,78.424402
osm_Rainbow Childrens Hospital_hospital,Rainbow Childrens Hospital,hospital,17.4997851,78.3841534
osm_Shantilal Navodaya Multi Speciality Hospital_hospital,Shantilal Navodaya Multi Speciality Hospital,hospital,17.398678,78.5136256
osm_Tilaknagar ABHAYA-BBC HOSPITAL_hospital,Tilaknagar ABHAYA-BBC HOSPITAL,hospital,17.3941335,78.5099286
osm_Sumana Hospital_hospital,Sumana Hospital,hospital,17.4920026,78.4093373
osm_Bhavika Nursing Home_hospital,Bhavika Nursing Home,hospital,17.4407735,78.4492117
osm_Icon Hospital_hospital,Icon Hospital,hospital,17.4853224,78.3899282
osm_Sree Srinivasa ENT Care and Research Institute_hospital,Sree Srinivasa ENT Care and Research Institute,hospital,17.4251451,78.4510457
osm_Kavya Nursing Home_hospital,Kavya Nursing Home,hospital,17.494147,78.4053522
osm_Peoples Health Centre_hospital,Peoples Health Centre,hospital,17.4575848,78.4523016
osm_Shiva Sai Hospital_hospital,Shiva Sai Hospital,hospital,17.4004716,78.5666549
osm_Shilpa Nursing Home_hospital,Shilpa Nursing Home,hospital,17.4947648,78.3600202
osm_Dr. P. Siva Reddy Eye Hospital_hospital,Dr. P. Siva Reddy Eye Hospital,hospital,17.3978302,78.4842937
osm_KIMS BIBI Hospital_hospital,KIMS BIBI Hospital,hospital,17.3702559,78.5005438
osm_K.G.H The Family Hospital_hospital,K.G.H The Family Hospital,hospital,17.3727325,78.509658
osm_Dr.Rao's ENT Super Speciality Hospital_hospital,Dr.Rao's ENT Super Speciality Hospital,hospital,17.4305671,78.4503329
osm_Pushpa Maternity and Nursing Home_hospital,Pushpa Maternity and Nursing Home,hospital,17.3710405,78.5008154
osm_Ramya Nursing Home_hospital,Ramya Nursing Home,hospital,17.4759595,78.4837787
osm_Care Well Hospital_hospital,Care Well Hospital,hospital,17.3452876,78.4567943
osm_Raksha Multi Speciality Hospital_hospital,Raksha Multi Speciality Hospital,hospital,17.3398185,78.5575941
osm_Neo Retina Eye Care_hospital,Neo Retina Eye Care,hospital,17.3967872,78.4728447
osm_Spark Eye Care Hospital_hospital,Spark Eye Care Hospital,hospital,17.3724317,78.5077295
osm_Ganga Orthopaedic and Maternity Hospital_hospital,Ganga Orthopaedic and Maternity Hospital,hospital,17.3719492,78.5358806
osm_Varsha Hospital_hospital,Varsha Hospital,hospital,17.4948223,78.4016588
osm_Vasan Eye Care_hospital,Vasan Eye Care,hospital,17.4776666,78.5630205
osm_Sagar Hospital_hospital,Sagar Hospital,hospital,17.4858827,78.3890216
osm_Midas ENT Head and Neck Super Speciality Hospital_hospital,Midas ENT Head and Neck Super Speciality Hospital,hospital,17.3689017,78.5168678
osm_Seethal Nursing Home_hospital,Seethal Nursing Home,hospital,17.4299337,78.4271117
osm_Dharani Hospital_hospital,Dharani Hospital,hospital,17.3837869,78.4367287
osm_Desai Nursing Home_hospital,Desai Nursing Home,hospital,17.3982154,78.4843661
osm_Prashamsha Hospital_hospital,Prashamsha Hospital,hospital,17.503255,78.5095681
osm_NEO BBC Childrens Hospital_hospital,NEO BBC Childrens Hospital,hospital,17.4030515,78.5100617
osm_Sri Gayatri Hospital_hospital,Sri Gayatri Hospital,hospital,17.3900901,78.5314
osm_FMS Dental Hospital_hospital,FMS Dental Hospital,hospital,17.3855301,78.4801885
osm_Suraksha Childrens Hospital_hospital,Suraksha Childrens Hospital,hospital,17.4261322,78.5324286
osm_Prema Eye Care Centre_hospital,Prema Eye Care Centre,hospital,17.4811326,78.5541297
osm_The Dental Venue Multi Speciality Hospital (unit of Dr.Gowd’s)_hospital,The Dental Venue Multi Speciality Hospital (unit of Dr.Gowd’s),hospital,17.4422795,78.5043204
osm_Padmaavathi Netralaya_hospital,Padmaavathi Netralaya,hospital,17.4915108,78.4013115
osm_Mahesh Hospital And Research Foundation_hospital,Mahesh Hospital And Research Foundation,hospital,17.4004729,78.4914961
osm_CDR Hospitals_hospital,CDR Hospitals,hospital,17.3991381,78.483151
osm_Moosi Maternity and Genernal Hospital_hospital,Moosi Maternity and Genernal Hospital,hospital,17.3758914,78.4971612
osm_Hyma Children's Hospital_hospital,Hyma Children's Hospital,hospital,17.3676268,78.5508728
osm_Shree Hospital_hospital,Shree Hospital,hospital,17.4306004,78.4388973
osm_Sai Jyothi Eye Institute_hospital,Sai Jyothi Eye Institute,hospital,17.4466871,78.5027158
osm_Little Star Children's Hospital (A Unit Of Thirumala Child Health Services Pvt. Ltd)_hospital,Little Star Children's Hospital (A Unit Of Thirumala Child Health Services Pvt. Ltd),hospital,17.4270433,78.450353
osm_RR Hospital_hospital,RR Hospital,hospital,17.5218368,78.4831209
osm_Krishna Sai Multispeciality Hospital_hospital,Krishna Sai Multispeciality Hospital,hospital,17.345084,78.5288881
osm_Lazarus Hospitals_hospital,Lazarus Hospitals,hospital,17.3995348,78.4630345
osm_Sowmya Hospital_hospital,Sowmya Hospital,hospital,17.447338,78.437815
osm_Pulse Hospital_hospital,Pulse Hospital,hospital,17.4900948,78.4481992
osm_Gupta Hospital_hospital,Gupta Hospital,hospital,17.3662637,78.473135
osm_Maruthi Hospital_hospital,Maruthi Hospital,hospital,17.3497321,78.5151807
osm_Himabindu Multi Speciality Hospital_hospital,Himabindu Multi Speciality Hospital,hospital,17.3512682,78.5092865
osm_Tadla Eye Hospital_hospital,Tadla Eye Hospital,hospital,17.4961817,78.4055095
osm_Kailash Diagnostic and Rehabilitation Center_hospital,Kailash Diagnostic and Rehabilitation Center,hospital,17.3854802,78.4752171
osm_Lions Dundoo Eye Institute_hospital,Lions Dundoo Eye Institute,hospital,17.4504779,78.5062201
osm_Image Hospital_hospital,Image Hospital,hospital,17.4314653,78.4466797
osm_Lakshmi Maternity and Nursing Home_hospital,Lakshmi Maternity and Nursing Home,hospital,17.4002182,78.4840006
osm_Disneys Medi-Kid Hospitals Pvt. Ltd_hospital,Disneys Medi-Kid Hospitals Pvt. Ltd,hospital,17.4322118,78.4490681
osm_Akshaya Care Multi Speciality Hospital_hospital,Akshaya Care Multi Speciality Hospital,hospital,17.4174357,78.5118319
osm_Dr.Padmaja Fertility Centre and Nursing Home_hospital,Dr.Padmaja Fertility Centre and Nursing Home,hospital,17.4150148,78.5452451
osm_Focus Hospital_hospital,Focus Hospital,hospital,17.3473217,78.5195889
osm_Geeta Multispeciality Hospital_hospital,Geeta Multispeciality Hospital,hospital,17.370156,78.5320289
osm_Lakshmi Health Care Hospital_hospital,Lakshmi Health Care Hospital,hospital,17.3320827,78.5732733
osm_Sri Sai Balaji Hospital_hospital,Sri Sai Balaji Hospital,hospital,17.3617057,78.5620603
osm_Bapuji Maternity and Nursing Home_hospital,Bapuji Maternity and Nursing Home,hospital,17.4227606,78.5469769
osm_Abinav Orthopedic Hospital_hospital,Abinav Orthopedic Hospital,hospital,17.3700395,78.5278568
osm_Ganga Nursing Home_hospital,Ganga Nursing Home,hospital,17.3623277,78.4685625
osm_Sujatha Nursing Home_hospital,Sujatha Nursing Home,hospital,17.4951345,78.4024782
osm_Suguna Sree Nursing Home_hospital,Suguna Sree Nursing Home,hospital,17.5420919,78.4335503
osm_SVS Hospitals_hospital,SVS Hospitals,hospital,17.3891213,78.4928083
osm_Vishwa Medi Care and Diagnostic Centre_hospital,Vishwa Medi Care and Diagnostic Centre,hospital,17.3836896,78.4897466
osm_Dhanunjaya Nursing Home_hospital,Dhanunjaya Nursing Home,hospital,17.4524815,78.5685701
osm_Live Life Hospital_hospital,Live Life Hospital,hospital,17.4383029,78.3994983
osm_Healing Touch Hospital_hospital,Healing Touch Hospital,hospital,17.3903338,78.4514802
osm_Jain Multi Speciality Hospital_hospital,Jain Multi Speciality Hospital,hospital,17.5019044,78.5405564
osm_Maxivision Eye Hospital_hospital,Maxivision Eye Hospital,hospital,17.4458529,78.4663644
osm_Chandamama Hospital_hospital,Chandamama Hospital,hospital,17.4273708,78.5517687
osm_Avis Hospitals_hospital,Avis Hospitals,hospital,17.4293887,78.4178258
osm_Jaya Hospital_hospital,Jaya Hospital,hospital,17.3208562,78.5613281
osm_Bhagyalatha Hospital_hospital,Bhagyalatha Hospital,hospital,17.331248,78.5882561
osm_Anusha Maternity and Nursing Home_hospital,Anusha Maternity and Nursing Home,hospital,17.3309842,78.5780563
osm_Lakshmi Children's Hospital_hospital,Lakshmi Children's Hospital,hospital,17.369612,78.5302386
osm_G.B.R. Hospital_hospital,G.B.R. Hospital,hospital,17.3692696,78.5346776
osm_Sri Mahalaxmi Eye Hospital_hospital,Sri Mahalaxmi Eye Hospital,hospital,17.3369064,78.5699487
osm_Chaithanya Multi Speciality Hospital_hospital,Chaithanya Multi Speciality Hospital,hospital,17.3362996,78.5692929
osm_Sri Pallavi Hospital_hospital,Sri Pallavi Hospital,hospital,17.5046076,78.3088705
osm_Sri Rohini Hospital_hospital,Sri Rohini Hospital,hospital,17.3495087,78.5128967
osm_Manju Sudha Multispeciality Hospital_hospital,Manju Sudha Multispeciality Hospital,hospital,17.3696005,78.5292421
osm_Sai Venkateshwara Hospital_hospital,Sai Venkateshwara Hospital,hospital,17.3444401,78.529845
osm_TKR's IKON Hospital_hospital,TKR's IKON Hospital,hospital,17.3693752,78.5209313
osm_Sri JRD Hospital_hospital,Sri JRD Hospital,hospital,17.3665529,78.535367
osm_Sidhartha Nursing Home_hospital,Sidhartha Nursing Home,hospital,17.5022005,78.3129877
osm_Raghava Hospital_hospital,Raghava Hospital,hospital,17.3716433,78.5340057
osm_Harsha Neuro and General Hospital_hospital,Harsha Neuro and General Hospital,hospital,17.3681674,78.5267378
osm_Padmaja Hospital_hospital,Padmaja Hospital,hospital,17.347104,78.5213564
osm_Anurag Orthopedic and Multispecial Hospital_hospital,Anurag Orthopedic and Multispecial Hospital,hospital,17.3689234,78.5299851
osm_Rajya Lakshmi Hospital_hospital,Rajya Lakshmi Hospital,hospital,17.3358644,78.5747552
osm_Sigma Hospitals_hospital,Sigma Hospitals,hospital,17.36803,78.5206215
osm_Sri Ramadevi Orthopaedic Hospital_hospital,Sri Ramadevi Orthopaedic Hospital,hospital,17.3286133,78.5685231
osm_Goodlife Hospitals_hospital,Goodlife Hospitals,hospital,17.3694424,78.5314201
osm_Aashritha Hospital_hospital,Aashritha Hospital,hospital,17.4455011,78.5678539
osm_American Oncology Institute_hospital,American Oncology Institute,hospital,17.4707013,78.3109143
osm_Citizens Specialty Hospital_hospital,Citizens Specialty Hospital,hospital,17.4707742,78.3113113
osm_Maruthi Hospital_hospital,Maruthi Hospital,hospital,17.5057043,78.3072115
osm_Usha Mohan Hospital_hospital,Usha Mohan Hospital,hospital,17.36424,78.4275663
osm_Sri Sai Orthopaedic and Multi Speciality Hospital_hospital,Sri Sai Orthopaedic and Multi Speciality Hospital,hospital,17.3389598,78.5226278
osm_Swapna Hospital Private Limited_hospital,Swapna Hospital Private Limited,hospital,17.3697132,78.5319766
osm_Ankura Kodali Hospital_hospital,Ankura Kodali Hospital,hospital,17.4840637,78.4487262
osm_Paramitha Children's Hospital_hospital,Paramitha Children's Hospital,hospital,17.3597254,78.5448767
osm_Padmavathi Hospital_hospital,Padmavathi Hospital,hospital,17.344506,78.5296565
osm_Sai Nikith Speciality Hospital And Laproscopic Centre_hospital,Sai Nikith Speciality Hospital And Laproscopic Centre,hospital,17.3740649,78.5409902
osm_Jeevan Sai Hospitals_hospital,Jeevan Sai Hospitals,hospital,17.3314886,78.5721809
osm_MaxCare Multi Speciality Hospital_hospital,MaxCare Multi Speciality Hospital,hospital,17.5311596,78.261268
osm_Sunrise Hospitals_hospital,Sunrise Hospitals,hospital,17.3279207,78.6017188
osm_Rajitha Hospital_hospital,Rajitha Hospital,hospital,17.4506967,78.3640308
osm_Sai Ganesh Multi Speciality Hospital_hospital,Sai Ganesh Multi Speciality Hospital,hospital,17.5289972,78.2646684
osm_The Doctors Multi Speciality Hospital_hospital,The Doctors Multi Speciality Hospital,hospital,17.3707739,78.5275
osm_Medi Sight Eye Care centre_hospital,Medi Sight Eye Care centre,hospital,17.3587987,78.5237382
"osm_Area Hospital, Nampally_hospital","Area Hospital, Nampally",hospital,17.3922555,78.4631672
"osm_Community Health Centre, Jangammet_hospital","Community Health Centre, Jangammet",hospital,17.3342065,78.4698338
"osm_Area Hospital, Golconda_hospital","Area Hospital, Golconda",hospital,17.3852587,78.4026083
osm_MEDISYS HOSPITALS (A UNIT OF OXYEN MEDICARE CANCER CARE PVT LTD )_hospital,MEDISYS HOSPITALS (A UNIT OF OXYEN MEDICARE CANCER CARE PVT LTD ),hospital,17.3411496,78.557759
osm_Sri Aurobindo Nethralaya_hospital,Sri Aurobindo Nethralaya,hospital,17.4926185,78.3964245
osm_MAXCURE SUYOSHA WOMAN & CHILD HOSPITAL_hospital,MAXCURE SUYOSHA WOMAN & CHILD HOSPITAL,hospital,17.4464363,78.3786482
osm_CALCIUM HOSPITAL_hospital,CALCIUM HOSPITAL,hospital,17.5066316,78.3842419
osm_MAAX LIFE HOSPITALS_hospital,MAAX LIFE HOSPITALS,hospital,17.3452377,78.5276489
osm_DELTA HOSPITALS_hospital,DELTA HOSPITALS,hospital,17.3253704,78.5576025
osm_NETHRA EYE INSTITUE_hospital,NETHRA EYE INSTITUE,hospital,17.4391832,78.4425692
osm_MAYFLOWER HOSPITAL FOR WOMEN & CHILDREN_hospital,MAYFLOWER HOSPITAL FOR WOMEN & CHILDREN,hospital,17.4832707,78.5523789
osm_KASTURI MULTISPECIALITY HOSPITAL_hospital,KASTURI MULTISPECIALITY HOSPITAL,hospital,17.4389273,78.5060866
osm_RISE CHILDRENS HOSPITAL (A UNIT OF RISE HOSPITALS PVT. LTD.)_hospital,RISE CHILDRENS HOSPITAL (A UNIT OF RISE HOSPITALS PVT. LTD.),hospital,17.3802341,78.4297081
osm_AVANI LASER EYE HOSPITAL_hospital,AVANI LASER EYE HOSPITAL,hospital,17.3658656,78.5522434
osm_SANJEEVANI HOSPITAL_hospital,SANJEEVANI HOSPITAL,hospital,17.3739165,78.5521227
osm_Kakatiya Hospital_hospital,Kakatiya Hospital,hospital,17.4497269,78.3672388
osm_SOLIS EYE CARE HOSPITALS PVT LTD_hospital,SOLIS EYE CARE HOSPITALS PVT LTD,hospital,17.473687,78.571436
osm_Shadow Hospitals_hospital,Shadow Hospitals,hospital,17.3270322,78.6032966
osm_SRISHTI EYE CENTRE_hospital,SRISHTI EYE CENTRE,hospital,17.3949495,78.4573924
osm_LEGEND HOSPITAL_hospital,LEGEND HOSPITAL,hospital,17.3360462,78.5762921
osm_SAI SURYA HOSPITAL_hospital,SAI SURYA HOSPITAL,hospital,17.3612589,78.4280745
osm_Apple Multi Speciality Hospital_hospital,Apple Multi Speciality Hospital,hospital,17.3985564,78.4143068
osm_SUDHA HOSPITAL_hospital,SUDHA HOSPITAL,hospital,17.4657813,78.5389222
osm_Nakshatra Hospitals_hospital,Nakshatra Hospitals,hospital,17.3623879,78.5570419
osm_EVYA HOSPITALS AND DIABETIC RESERACH CENTER_hospital,EVYA HOSPITALS AND DIABETIC RESERACH CENTER,hospital,17.3392197,78.570819
"osm_District Hospital, King Koti_hospital","District Hospital, King Koti",hospital,17.3932243,78.481999
osm_Wellness Hospital_hospital,Wellness Hospital,hospital,17.435904,78.4499786
osm_Refracto Eye Hospital_hospital,Refracto Eye Hospital,hospital,17.5072656,78.4788038
osm_FATIMA HOSPITAL_hospital,FATIMA HOSPITAL,hospital,17.3448357,78.4590373
osm_JANAPAREDDY HOSPITAL PVT LTD_hospital,JANAPAREDDY HOSPITAL PVT LTD,hospital,17.5246107,78.482795
osm_ENT CARE HOSPITAL_hospital,ENT CARE HOSPITAL,hospital,17.4951101,78.3706122
osm_NAIDU EYE HOSPITAL_hospital,NAIDU EYE HOSPITAL,hospital,17.4944322,78.3415653
osm_JEEVAN HOSPITAL_hospital,JEEVAN HOSPITAL,hospital,17.344755,78.5269153
osm_Times Hospital_hospital,Times Hospital,hospital,17.4205712,78.4416855
osm_MEDIVISION SUPER SPECIALTY HOSPITAL_hospital,MEDIVISION SUPER SPECIALTY HOSPITAL,hospital,17.5162288,78.4472376
osm_HEALIX HOSPITAL_hospital,HEALIX HOSPITAL,hospital,17.494321,78.3461505
osm_ZOI HOSPITALS_hospital,ZOI HOSPITALS,hospital,17.3632928,78.4284984
osm_RAJA HOSPITAL_hospital,RAJA HOSPITAL,hospital,17.4366563,78.4399192
osm_THE BIRTHPLACE_hospital,THE BIRTHPLACE,hospital,17.4246755,78.433091
osm_MANKINDD HOSPITAL_hospital,MANKINDD HOSPITAL,hospital,17.4055156,78.4801617
osm_PADMVATI MEDICAL CENTRE_hospital,PADMVATI MEDICAL CENTRE,hospital,17.426232,78.5322033
osm_IRIS EYE HOSPITAL_hospital,IRIS EYE HOSPITAL,hospital,17.3696216,78.4273417
osm_Lakshmi Sailaja Hospiatal_hospital,Lakshmi Sailaja Hospiatal,hospital,17.5084337,78.4614305
osm_Oakridge Hospitals_hospital,Oakridge Hospitals,hospital,17.4448396,78.3855052
osm_RAMA EYE HOSPITAL_hospital,RAMA EYE HOSPITAL,hospital,17.3910435,78.4712635
osm_Sri Vijaya Hospitals_hospital,Sri Vijaya Hospitals,hospital,17.3893119,78.4422313
osm_SRIKARA HOSPITALS_hospital,SRIKARA HOSPITALS,hospital,17.4921363,78.348083
osm_Amrita ENT Head & Neck Hospital_hospital,Amrita ENT Head & Neck Hospital,hospital,17.4885611,78.3915214
osm_B.V.K. REDDY HOSPITAL_hospital,B.V.K. REDDY HOSPITAL,hospital,17.4185789,78.5179152
osm_Human Touch Hospital_hospital,Human Touch Hospital,hospital,17.3529175,78.4180733
osm_REFRACTO EYE HOSPITAL (A GROUP OF CREDIBLE HEALTH CARE PVT LTD )_hospital,REFRACTO EYE HOSPITAL (A GROUP OF CREDIBLE HEALTH CARE PVT LTD ),hospital,17.4620023,78.3669068
osm_GERMANTEN HOSPITALS_hospital,GERMANTEN HOSPITALS,hospital,17.3619565,78.4281778
osm_SHYAM HOSPITAL_hospital,SHYAM HOSPITAL,hospital,17.3230275,78.557235
osm_ANAND EYE INSITUTE_hospital,ANAND EYE INSITUTE,hospital,17.4183281,78.5427846
osm_SRI KARA HOSPITAL_hospital,SRI KARA HOSPITAL,hospital,17.344508,78.5484628
osm_HIGH SIGHT SUPER SPECILAITY EYE HOSPITAL_hospital,HIGH SIGHT SUPER SPECILAITY EYE HOSPITAL,hospital,17.4160331,78.4473536
